State: [[ 0.60972727  1.          0.63196874  1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -5, Episode: 1, Step: 2
  -2.25      ]], Action: 2, Reward: -3, Score: -2602.75, Episode: 1, Step: 1172
State: [[ 0.76112571  1.          0.54635739  0.95180901  0.25        0.75
  -2.5       ]], Action: 3, Reward: 20, Score: -2582.75, Episode: 1, Step: 1173
State: [[0.81624517 1.         0.43853465 0.67238332 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: -2562.75, Episode: 1, Step: 1174
State: [[1.         0.89545194 0.35493394 0.39307263 0.25       0.5
  0.75      ]], Action: 0, Reward: 25, Score: -2537.75, Episode: 1, Step: 1175
State: [[0.62193928 1.         0.29467733 0.64781058 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2512.75, Episode: 1, Step: 1176
State: [[0.5262313  1.         0.34553198 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -2487.75, Episode: 1, Step: 1177
State: [[0.54848137 1.         0.72274606 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2462.75, Episode: 1, Step: 1178
State: [[0.65706838 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -2437.75, Episode: 1, Step: 1179
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 0, Reward: -50, Score: -2487.75, Episode: 1, Step: 1180
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -2492.75, Episode: 1, Step: 1181
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 3, Reward: -5, Score: -2497.75, Episode: 1, Step: 1182
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 3, Reward: -7.5, Score: -2505.25, Episode: 1, Step: 1183
State: [[ 0.98494894  1.          1.          1.          1.5        -0.5
  -1.25      ]], Action: 3, Reward: -8.75, Score: -2514.0, Episode: 1, Step: 1184
State: [[ 0.94944789  1.          1.          1.          1.75       -0.75
  -1.5       ]], Action: 1, Reward: -5, Score: -2519.0, Episode: 1, Step: 1185
State: [[ 1.    1.    1.    1.    2.   -1.   -1.75]], Action: 1, Reward: -6.25, Score: -2525.25, Episode: 1, Step: 1186
State: [[ 1.    1.    1.    1.    2.25 -1.25 -2.  ]], Action: 1, Reward: -7.5, Score: -2532.75, Episode: 1, Step: 1187
State: [[ 1.    1.    1.    1.    2.5  -1.5  -2.25]], Action: 1, Reward: -8.75, Score: -2541.5, Episode: 1, Step: 1188
State: [[ 1.    1.    1.    1.    2.75 -1.75 -2.5 ]], Action: 1, Reward: -10.0, Score: -2551.5, Episode: 1, Step: 1189
State: [[ 1.          0.94146111  1.          0.90947561  3.         -2.
  -2.75      ]], Action: 1, Reward: -11.25, Score: -2562.75, Episode: 1, Step: 1190
State: [[ 1.          1.          1.          0.70430175  0.25       -2.25
   0.75      ]], Action: 1, Reward: -12.5, Score: -2575.25, Episode: 1, Step: 1191
State: [[ 1.          1.          0.74073463  0.77061736  0.25       -2.5
   0.75      ]], Action: 0, Reward: 25, Score: -2550.25, Episode: 1, Step: 1192
State: [[ 1.          1.          0.53482861  1.          0.5        -2.75
   0.5       ]], Action: 0, Reward: 25, Score: -2525.25, Episode: 1, Step: 1193
State: [[0.7286801  1.         0.80447866 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2500.25, Episode: 1, Step: 1194
State: [[0.74467081 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -2475.25, Episode: 1, Step: 1195
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 0, Reward: -50, Score: -2525.25, Episode: 1, Step: 1196
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -2530.25, Episode: 1, Step: 1197
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 3, Reward: -5, Score: -2535.25, Episode: 1, Step: 1198
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 3, Reward: -7.5, Score: -2542.75, Episode: 1, Step: 1199
State: [[ 1.          0.94478254  1.          1.          1.5        -0.5
  -1.25      ]], Action: 3, Reward: -8.75, Score: -2551.5, Episode: 1, Step: 1200
State: [[ 1.         0.9320064  1.         1.         1.75      -0.75
  -1.5      ]], Action: 1, Reward: -5, Score: -2556.5, Episode: 1, Step: 1201
State: [[ 1.          0.80152932  1.          1.          2.         -1.
  -1.75      ]], Action: 1, Reward: -6.25, Score: -2562.75, Episode: 1, Step: 1202
State: [[ 1.          0.68886294  1.          0.86646906  0.25       -1.25
   0.75      ]], Action: 1, Reward: -7.5, Score: -2570.25, Episode: 1, Step: 1203
State: [[ 1.          0.63148557  1.          0.64787975  0.25       -1.5
   0.75      ]], Action: 0, Reward: 25, Score: -2545.25, Episode: 1, Step: 1204
State: [[ 1.          0.74247802  0.76616216  0.51937548  0.25       -1.75
   0.75      ]], Action: 0, Reward: 25, Score: -2520.25, Episode: 1, Step: 1205
State: [[ 1.          0.9653767   0.45404069  0.48829311  0.25       -2.
   0.75      ]], Action: 0, Reward: 25, Score: -2495.25, Episode: 1, Step: 1206
State: [[0.64739821 1.         0.37894832 0.78931507 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2470.25, Episode: 1, Step: 1207
State: [[0.59615591 1.         0.52373556 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -2445.25, Episode: 1, Step: 1208
State: [[0.62689712 1.         0.86072827 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2420.25, Episode: 1, Step: 1209
State: [[0.85135203 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -2395.25, Episode: 1, Step: 1210
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 0, Reward: -50, Score: -2445.25, Episode: 1, Step: 1211
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -2450.25, Episode: 1, Step: 1212
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 3, Reward: -5, Score: -2455.25, Episode: 1, Step: 1213
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 3, Reward: -7.5, Score: -2462.75, Episode: 1, Step: 1214
State: [[ 1.    1.    1.    1.    1.5  -0.5  -1.25]], Action: 3, Reward: -8.75, Score: -2471.5, Episode: 1, Step: 1215
State: [[ 1.    1.    1.    1.    1.75 -0.75 -1.5 ]], Action: 1, Reward: -5, Score: -2476.5, Episode: 1, Step: 1216
State: [[ 1.    1.    1.    1.    2.   -1.   -1.75]], Action: 1, Reward: -6.25, Score: -2482.75, Episode: 1, Step: 1217
State: [[ 1.          0.99662258  1.          1.          2.25       -1.25
  -2.        ]], Action: 1, Reward: -7.5, Score: -2490.25, Episode: 1, Step: 1218
State: [[ 1.          0.93342923  1.          1.          2.5        -1.5
  -2.25      ]], Action: 1, Reward: -8.75, Score: -2499.0, Episode: 1, Step: 1219
State: [[ 1.          0.85727978  1.          1.          2.75       -1.75
  -2.5       ]], Action: 1, Reward: -10.0, Score: -2509.0, Episode: 1, Step: 1220
State: [[ 1.          1.          1.          0.75983448  0.25       -2.
   0.75      ]], Action: 1, Reward: -11.25, Score: -2520.25, Episode: 1, Step: 1221
State: [[ 1.          1.          1.          0.67558652  0.25       -2.25
   0.75      ]], Action: 0, Reward: 25, Score: -2495.25, Episode: 1, Step: 1222
State: [[ 1.         1.         0.4346282  1.         0.5       -2.5
   0.5      ]], Action: 0, Reward: 25, Score: -2470.25, Episode: 1, Step: 1223
State: [[0.60591162 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2445.25, Episode: 1, Step: 1224
State: [[0.75196225 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -2420.25, Episode: 1, Step: 1225
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 0, Reward: -50, Score: -2470.25, Episode: 1, Step: 1226
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -2475.25, Episode: 1, Step: 1227
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 3, Reward: -5, Score: -2480.25, Episode: 1, Step: 1228
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 3, Reward: -7.5, Score: -2487.75, Episode: 1, Step: 1229
State: [[ 1.    1.    1.    1.    1.5  -0.5  -1.25]], Action: 3, Reward: -8.75, Score: -2496.5, Episode: 1, Step: 1230
State: [[ 1.    1.    1.    1.    1.75 -0.75 -1.5 ]], Action: 1, Reward: -5, Score: -2501.5, Episode: 1, Step: 1231
State: [[ 1.         0.9067148  1.         1.         2.        -1.
  -1.75     ]], Action: 1, Reward: -6.25, Score: -2507.75, Episode: 1, Step: 1232
State: [[ 1.          0.80562262  1.          0.88876363  0.25       -1.25
   0.75      ]], Action: 1, Reward: -7.5, Score: -2515.25, Episode: 1, Step: 1233
State: [[ 1.          0.79322913  0.94299218  0.67075546  0.25       -1.5
   0.75      ]], Action: 0, Reward: 25, Score: -2490.25, Episode: 1, Step: 1234
State: [[ 1.          0.91693998  0.67000815  0.59174671  0.25       -1.75
   0.75      ]], Action: 0, Reward: 25, Score: -2465.25, Episode: 1, Step: 1235
State: [[ 1.          1.          0.51191858  0.63731626  0.25       -2.
   0.75      ]], Action: 0, Reward: 25, Score: -2440.25, Episode: 1, Step: 1236
State: [[0.70698185 1.         0.48100851 0.92767504 0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -2415.25, Episode: 1, Step: 1237
State: [[0.66902965 1.         0.65801842 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2390.25, Episode: 1, Step: 1238
State: [[0.70096907 1.         0.96698328 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -2365.25, Episode: 1, Step: 1239
State: [[ 0.84638465  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -2370.25, Episode: 1, Step: 1240
State: [[ 1.   1.   1.   1.   0.5  0.5 -0.5]], Action: 3, Reward: 20, Score: -2350.25, Episode: 1, Step: 1241
State: [[ 0.9637722  1.         1.         1.         0.75       0.25
  -0.75     ]], Action: 3, Reward: -5, Score: -2355.25, Episode: 1, Step: 1242
State: [[ 0.90326674  1.          1.          1.          1.          0.
  -1.        ]], Action: 3, Reward: -5, Score: -2360.25, Episode: 1, Step: 1243
State: [[ 0.88544829  1.          0.99556925  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -8.75, Score: -2369.0, Episode: 1, Step: 1244
State: [[ 0.86083921  1.          0.84440018  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: 20, Score: -2349.0, Episode: 1, Step: 1245
State: [[ 0.90023913  1.          0.62906494  0.90843323  0.5         0.5
  -1.75      ]], Action: 3, Reward: 20, Score: -2329.0, Episode: 1, Step: 1246
State: [[1.         1.         0.51742881 0.61641611 0.25       0.25
  0.75      ]], Action: 3, Reward: 20, Score: -2309.0, Episode: 1, Step: 1247
State: [[1.         0.82788891 0.4622716  0.440728   0.25       0.
  0.75      ]], Action: 0, Reward: 25, Score: -2284.0, Episode: 1, Step: 1248
State: [[0.75638223 1.         0.34838563 0.53128714 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2259.0, Episode: 1, Step: 1249
State: [[0.58656705 1.         0.34901404 0.8370225  0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2234.0, Episode: 1, Step: 1250
State: [[0.56748328 1.         0.64076691 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -2209.0, Episode: 1, Step: 1251
State: [[0.61420037 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2184.0, Episode: 1, Step: 1252
State: [[0.83059313 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -2159.0, Episode: 1, Step: 1253
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 1, Reward: -5, Score: -2164.0, Episode: 1, Step: 1254
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -2169.0, Episode: 1, Step: 1255
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 3, Reward: -5, Score: -2174.0, Episode: 1, Step: 1256
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 3, Reward: -7.5, Score: -2181.5, Episode: 1, Step: 1257
State: [[ 1.    1.    1.    1.    1.5  -0.5  -1.25]], Action: 3, Reward: -8.75, Score: -2190.25, Episode: 1, Step: 1258
State: [[ 1.00185092  1.          1.          1.          1.75       -0.75
  -1.5       ]], Action: 3, Reward: -10.0, Score: -2200.25, Episode: 1, Step: 1259
State: [[ 0.97992261  1.          1.          1.          2.         -1.
  -1.75      ]], Action: 1, Reward: -5, Score: -2205.25, Episode: 1, Step: 1260
State: [[ 0.98564987  1.          1.          1.          2.25       -1.25
  -2.        ]], Action: 1, Reward: -6.25, Score: -2211.5, Episode: 1, Step: 1261
State: [[ 1.    1.    1.    1.    2.5  -1.5  -2.25]], Action: 1, Reward: -7.5, Score: -2219.0, Episode: 1, Step: 1262
State: [[ 1.    1.    1.    1.    2.75 -1.75 -2.5 ]], Action: 1, Reward: -8.75, Score: -2227.75, Episode: 1, Step: 1263
State: [[ 1.    1.    1.    1.    3.   -2.   -2.75]], Action: 1, Reward: -10.0, Score: -2237.75, Episode: 1, Step: 1264
State: [[ 1.    1.    1.    1.    3.25 -2.25 -3.  ]], Action: 1, Reward: -11.25, Score: -2249.0, Episode: 1, Step: 1265
State: [[ 1.    1.    1.    1.    3.5  -2.5  -3.25]], Action: 1, Reward: -12.5, Score: -2261.5, Episode: 1, Step: 1266
State: [[ 1.    1.    1.    1.    3.75 -2.75 -3.5 ]], Action: 1, Reward: -13.75, Score: -2275.25, Episode: 1, Step: 1267
State: [[ 1.    1.    1.    1.    4.   -3.   -3.75]], Action: 1, Reward: -15.0, Score: -2290.25, Episode: 1, Step: 1268
State: [[ 1.    1.    1.    1.    4.25 -3.25 -4.  ]], Action: 1, Reward: -16.25, Score: -2306.5, Episode: 1, Step: 1269
State: [[ 1.    1.    1.    1.    4.5  -3.5  -4.25]], Action: 1, Reward: -17.5, Score: -2324.0, Episode: 1, Step: 1270
State: [[ 1.    1.    1.    1.    4.75 -3.75 -4.5 ]], Action: 2, Reward: -3, Score: -2327.0, Episode: 1, Step: 1271
State: [[ 1.    1.    1.    1.    5.   -4.   -4.75]], Action: 2, Reward: -3.75, Score: -2330.75, Episode: 1, Step: 1272
State: [[ 1.    1.    1.    1.    5.25 -4.25 -5.  ]], Action: 2, Reward: -4.5, Score: -2335.25, Episode: 1, Step: 1273
State: [[ 1.    1.    1.    1.    5.5  -4.5  -5.25]], Action: 2, Reward: -5.25, Score: -2340.5, Episode: 1, Step: 1274
State: [[ 1.    1.    1.    1.    5.75 -4.75 -5.5 ]], Action: 2, Reward: -6.0, Score: -2346.5, Episode: 1, Step: 1275
State: [[ 1.          1.          0.99785947  1.          6.         -5.
  -5.75      ]], Action: 2, Reward: -6.75, Score: -2353.25, Episode: 1, Step: 1276
State: [[ 1.    1.    1.    1.    6.25 -5.25 -6.  ]], Action: 2, Reward: -7.5, Score: -2360.75, Episode: 1, Step: 1277
State: [[ 0.86462484  1.          1.          1.          0.25        0.75
  -6.25      ]], Action: 2, Reward: -8.25, Score: -2369.0, Episode: 1, Step: 1278
State: [[ 0.8644077  1.         1.         1.         0.25       0.75
  -6.5      ]], Action: 3, Reward: 20, Score: -2349.0, Episode: 1, Step: 1279
State: [[ 0.84266245  1.          0.90831378  1.          0.25        0.75
  -6.75      ]], Action: 3, Reward: 20, Score: -2329.0, Episode: 1, Step: 1280
State: [[ 1.          1.          0.71549134  1.          0.5         0.5
  -7.        ]], Action: 3, Reward: 20, Score: -2309.0, Episode: 1, Step: 1281
State: [[1.         1.         0.54711955 0.83198882 0.25       0.25
  0.75      ]], Action: 3, Reward: 20, Score: -2289.0, Episode: 1, Step: 1282
State: [[1.         1.         0.63949351 0.4749487  0.25       0.
  0.75      ]], Action: 0, Reward: 25, Score: -2264.0, Episode: 1, Step: 1283
State: [[ 1.          1.          0.35965893  0.7236186   0.25       -0.25
   0.75      ]], Action: 0, Reward: 25, Score: -2239.0, Episode: 1, Step: 1284
State: [[0.58317451 1.         0.42839675 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -2214.0, Episode: 1, Step: 1285
State: [[0.60705276 1.         0.79474379 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2189.0, Episode: 1, Step: 1286
State: [[0.71772931 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -2164.0, Episode: 1, Step: 1287
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 1, Reward: -5, Score: -2169.0, Episode: 1, Step: 1288
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -2174.0, Episode: 1, Step: 1289
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 3, Reward: -5, Score: -2179.0, Episode: 1, Step: 1290
State: [[ 1.    1.    1.    1.    1.25 -0.25 -1.  ]], Action: 3, Reward: -7.5, Score: -2186.5, Episode: 1, Step: 1291
State: [[ 0.97571004  1.          1.          1.          1.5        -0.5
  -1.25      ]], Action: 3, Reward: -8.75, Score: -2195.25, Episode: 1, Step: 1292
State: [[ 0.95919007  1.          1.          1.002043    1.75       -0.75
  -1.5       ]], Action: 3, Reward: -10.0, Score: -2205.25, Episode: 1, Step: 1293
State: [[ 0.93720479  0.91944296  0.96634961  0.84855811  0.25       -1.
   0.75      ]], Action: 1, Reward: -5, Score: -2210.25, Episode: 1, Step: 1294
State: [[ 0.94451967  0.92713097  0.87959225  0.71351979  0.25       -1.25
   0.75      ]], Action: 0, Reward: 25, Score: -2185.25, Episode: 1, Step: 1295
State: [[ 1.          1.          0.63897296  0.71032707  0.25       -1.5
   0.75      ]], Action: 0, Reward: 25, Score: -2160.25, Episode: 1, Step: 1296
State: [[0.86675153 0.96834748 0.56158515 0.86462935 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2135.25, Episode: 1, Step: 1297
State: [[0.73225431 0.92911823 0.6479785  0.89252309 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2110.25, Episode: 1, Step: 1298
State: [[0.74405688 0.97991199 0.80600748 0.76231898 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2085.25, Episode: 1, Step: 1299
State: [[0.85260045 1.         0.6584324  0.81319612 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -2060.25, Episode: 1, Step: 1300
State: [[0.81125757 1.         0.62465157 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -2035.25, Episode: 1, Step: 1301
State: [[0.76670119 1.         0.84306082 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2010.25, Episode: 1, Step: 1302
State: [[0.81810829 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -1985.25, Episode: 1, Step: 1303
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 1, Reward: -5, Score: -1990.25, Episode: 1, Step: 1304
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: -1995.25, Episode: 1, Step: 1305
State: [[ 1.    1.    1.    1.    1.    0.   -0.75]], Action: 3, Reward: -5, Score: -2000.25, Episode: 1, Step: 1306
State: [[ 1.          0.98772278  1.          1.          1.25       -0.25
  -1.        ]], Action: 3, Reward: -7.5, Score: -2007.75, Episode: 1, Step: 1307
State: [[ 1.    1.    1.    1.    1.5  -0.5  -1.25]], Action: 3, Reward: -8.75, Score: -2016.5, Episode: 1, Step: 1308
State: [[ 1.    1.    1.    1.    1.75 -0.75 -1.5 ]], Action: 3, Reward: -10.0, Score: -2026.5, Episode: 1, Step: 1309
State: [[ 1.          1.          0.93854597  1.          2.         -1.
  -1.75      ]], Action: 1, Reward: -5, Score: -2031.5, Episode: 1, Step: 1310
State: [[ 0.93350082  1.          0.94676409  1.          2.25       -1.25
  -2.        ]], Action: 1, Reward: -6.25, Score: -2037.75, Episode: 1, Step: 1311
State: [[ 0.93566756  1.          1.          1.          2.5        -1.5
  -2.25      ]], Action: 1, Reward: -7.5, Score: -2045.25, Episode: 1, Step: 1312
State: [[ 0.96656836  1.          1.          1.          2.75       -1.75
  -2.5       ]], Action: 1, Reward: -8.75, Score: -2054.0, Episode: 1, Step: 1313
State: [[ 1.    1.    1.    1.    3.   -2.   -2.75]], Action: 1, Reward: -10.0, Score: -2064.0, Episode: 1, Step: 1314
State: [[ 1.          0.96165103  1.          1.          3.25       -2.25
  -3.        ]], Action: 1, Reward: -11.25, Score: -2075.25, Episode: 1, Step: 1315
State: [[ 1.          0.82328101  1.          1.          3.5        -2.5
  -3.25      ]], Action: 1, Reward: -12.5, Score: -2087.75, Episode: 1, Step: 1316
State: [[ 1.          0.8341324   1.          0.81077023  0.25       -2.75
   0.75      ]], Action: 1, Reward: -13.75, Score: -2101.5, Episode: 1, Step: 1317
State: [[ 1.          0.87058676  1.          0.56625542  0.25       -3.
   0.75      ]], Action: 0, Reward: 25, Score: -2076.5, Episode: 1, Step: 1318
State: [[ 1.          1.          0.67244466  0.69271995  0.25       -3.25
   0.75      ]], Action: 0, Reward: 25, Score: -2051.5, Episode: 1, Step: 1319
State: [[ 1.          1.          0.44802709  0.91191001  0.5        -3.5
   0.5       ]], Action: 0, Reward: 25, Score: -2026.5, Episode: 1, Step: 1320
State: [[0.64430194 1.         0.65858796 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -2001.5, Episode: 1, Step: 1321
State: [[0.6779761  1.         0.95514352 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -1976.5, Episode: 1, Step: 1322
State: [[ 0.80377718  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -1981.5, Episode: 1, Step: 1323
State: [[ 1.   1.   1.   1.   0.5  0.5 -0.5]], Action: 3, Reward: 20, Score: -1961.5, Episode: 1, Step: 1324
State: [[ 0.90999605  1.          1.          1.          0.75        0.25
  -0.75      ]], Action: 3, Reward: -5, Score: -1966.5, Episode: 1, Step: 1325
State: [[ 0.8502628  1.         1.         1.         0.25       0.75
  -1.       ]], Action: 3, Reward: -5, Score: -1971.5, Episode: 1, Step: 1326
State: [[ 0.83885231  1.          1.          1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: -1951.5, Episode: 1, Step: 1327
State: [[ 0.80787705  1.          0.76650891  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: 20, Score: -1931.5, Episode: 1, Step: 1328
State: [[ 0.81438088  1.          0.61543163  0.99605018  0.25        0.75
  -1.75      ]], Action: 3, Reward: 20, Score: -1911.5, Episode: 1, Step: 1329
State: [[0.87642918 1.         0.50883425 0.78104332 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: -1891.5, Episode: 1, Step: 1330
State: [[1.         0.95347793 0.41887059 0.46418003 0.25       0.5
  0.75      ]], Action: 0, Reward: 25, Score: -1866.5, Episode: 1, Step: 1331
State: [[0.68718796 0.99881625 0.35455261 0.69927186 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -1841.5, Episode: 1, Step: 1332
State: [[0.61843461 0.96753488 0.35687785 0.77773421 0.25       0.75
  0.75      ]], Action: 1, Reward: -10, Score: -1851.5, Episode: 1, Step: 1333
State: [[0.56607669 0.9197552  0.40365459 0.86463449 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -1826.5, Episode: 1, Step: 1334
State: [[0.58200999 0.98158824 0.63882456 0.74113508 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -1801.5, Episode: 1, Step: 1335
State: [[0.70599612 1.         0.63157488 0.83054916 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -1776.5, Episode: 1, Step: 1336
State: [[0.78957955 1.         0.61887418 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -1751.5, Episode: 1, Step: 1337
State: [[0.75665438 1.         0.8091385  1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -1726.5, Episode: 1, Step: 1338
State: [[0.78592112 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -1701.5, Episode: 1, Step: 1339
State: [[ 0.88793724  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -1706.5, Episode: 1, Step: 1340
State: [[ 1.   1.   1.   1.   0.5  0.5 -0.5]], Action: 3, Reward: 20, Score: -1686.5, Episode: 1, Step: 1341
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.75]], Action: 3, Reward: -5, Score: -1691.5, Episode: 1, Step: 1342
State: [[ 0.98592081  1.          1.          1.          1.          0.
  -1.        ]], Action: 1, Reward: -5, Score: -1696.5, Episode: 1, Step: 1343
State: [[ 1.          1.          0.93169213  1.          1.25       -0.25
  -1.25      ]], Action: 3, Reward: -5, Score: -1701.5, Episode: 1, Step: 1344
State: [[ 1.          1.          0.79372702  0.86625341  0.25       -0.5
   0.75      ]], Action: 3, Reward: -6.25, Score: -1707.75, Episode: 1, Step: 1345
State: [[ 1.          0.82112708  0.78008248  0.57801619  0.25       -0.75
   0.75      ]], Action: 0, Reward: 25, Score: -1682.75, Episode: 1, Step: 1346
State: [[ 1.          0.98268096  0.52718732  0.54397418  0.25       -1.
   0.75      ]], Action: 0, Reward: 25, Score: -1657.75, Episode: 1, Step: 1347
State: [[0.76157989 1.         0.4288696  0.75887869 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: -1632.75, Episode: 1, Step: 1348
State: [[0.64710327 1.         0.4651444  1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: -1607.75, Episode: 1, Step: 1349
State: [[0.64177519 1.         0.72607943 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: -1582.75, Episode: 1, Step: 1350
State: [[0.68695743 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: -1557.75, Episode: 1, Step: 1351
State: [[ 0.83378525  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -1562.75, Episode: 1, Step: 1352
State: [[ 1.   1.   1.   1.   0.5  0.5 -0.5]], Action: 3, Reward: 20, Score: -1542.75, Episode: 1, Step: 1353
State: [[ 0.98176791  1.          1.          1.          0.75        0.25
  -0.75      ]], Action: 3, Reward: -5, Score: -1547.75, Episode: 1, Step: 1354
State: [[ 0.88389238  1.          1.          1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: -1552.75, Episode: 1, Step: 1355
State: [[ 0.86597588  1.          0.96052565  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: -1532.75, Episode: 1, Step: 1356
State: [[ 0.84330029  1.          0.82529491  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: 20, Score: -1512.75, Episode: 1, Step: 1357
State: [[ 0.87103783  1.          0.62253118  0.93776901  0.25        0.75
  -1.75      ]], Action: 3, Reward: 20, Score: -1492.75, Episode: 1, Step: 1358
State: [[0.96519338 1.         0.52891395 0.71417642 0.25       0.5
  0.75      ]], Action: 3, Reward: 20, Score: -1472.75, Episode: 1, Step: 1359
State: [[1.         0.90533353 0.45125127 0.46629885 0.25       0.25
