State, Action, Reward, Score, Episode, Step
  0.75      ]], Action: 0, Reward: 10, Score: -4610.25, Episode: 1, Step: 1125
State: [[0.50498147 0.87674531 0.49589735 0.64034651 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4600.25, Episode: 1, Step: 1126
State: [[0.52462989 0.95995098 0.56622307 0.61642185 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4590.25, Episode: 1, Step: 1127
State: [[0.56423425 1.         0.57797833 0.62588765 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4580.25, Episode: 1, Step: 1128
State: [[0.6307656  1.         0.527966   0.68996429 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4570.25, Episode: 1, Step: 1129
State: [[0.74677788 1.         0.49954957 0.79554712 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4560.25, Episode: 1, Step: 1130
State: [[0.75604981 1.         0.49743689 0.87595048 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4550.25, Episode: 1, Step: 1131
State: [[0.70128033 1.         0.52376366 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4540.25, Episode: 1, Step: 1132
State: [[0.68572869 1.         0.60066394 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4530.25, Episode: 1, Step: 1133
State: [[0.68841176 1.         0.75185462 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4520.25, Episode: 1, Step: 1134
State: [[ 0.69868895  1.          0.84173342  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -4510.25, Episode: 1, Step: 1135
State: [[ 0.69400978  1.          0.787619    1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -4500.25, Episode: 1, Step: 1136
State: [[ 0.68539059  1.          0.67786261  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -4490.25, Episode: 1, Step: 1137
State: [[ 0.67255894  1.          0.55340592  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -4480.25, Episode: 1, Step: 1138
State: [[ 0.66563012  1.          0.46903383  0.94911313  0.25        0.75
  -1.25      ]], Action: 3, Reward: 10, Score: -4470.25, Episode: 1, Step: 1139
State: [[0.67092598 1.         0.40593266 0.80361723 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: -4460.25, Episode: 1, Step: 1140
State: [[0.68717923 1.         0.36225227 0.69494767 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4450.25, Episode: 1, Step: 1141
State: [[0.61631476 1.         0.36333866 0.80109145 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4440.25, Episode: 1, Step: 1142
State: [[0.58804886 1.         0.38515843 0.91355759 0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4430.25, Episode: 1, Step: 1143
State: [[0.57968395 1.         0.46203184 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4420.25, Episode: 1, Step: 1144
State: [[0.58509991 1.         0.6590083  1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4410.25, Episode: 1, Step: 1145
State: [[ 0.60199882  1.          0.77508553  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -4400.25, Episode: 1, Step: 1146
State: [[ 0.59783599  1.          0.70587812  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -4390.25, Episode: 1, Step: 1147
State: [[ 0.58907389  1.          0.64217419  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -4380.25, Episode: 1, Step: 1148
State: [[ 0.57788899  1.          0.43620453  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -4370.25, Episode: 1, Step: 1149
State: [[ 0.56681272  1.          0.36342254  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: -4375.25, Episode: 1, Step: 1150
State: [[ 0.56421045  1.          0.31640598  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: -4380.25, Episode: 1, Step: 1151
State: [[0.56906748 1.         0.2723399  0.64747634 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: -4385.25, Episode: 1, Step: 1152
State: [[0.58320164 1.         0.24021714 0.56563652 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4375.25, Episode: 1, Step: 1153
State: [[0.51085776 1.         0.23396383 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4365.25, Episode: 1, Step: 1154
State: [[0.47563546 1.         0.24953726 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4355.25, Episode: 1, Step: 1155
State: [[0.46577288 1.         0.48985578 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4345.25, Episode: 1, Step: 1156
State: [[ 0.47171605  1.          0.53645942  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: -4350.25, Episode: 1, Step: 1157
State: [[ 0.46488675  1.          0.5029293   1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: -4355.25, Episode: 1, Step: 1158
State: [[ 0.45432241  1.          0.46793773  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: -4360.25, Episode: 1, Step: 1159
State: [[ 0.4422919  1.         0.4328366  1.         0.25       0.75
  -1.       ]], Action: 3, Reward: -5, Score: -4365.25, Episode: 1, Step: 1160
State: [[ 0.43759648  1.          0.17975929  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: -4370.25, Episode: 1, Step: 1161
State: [[ 0.43960276  1.          0.14841181  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: -4375.25, Episode: 1, Step: 1162
State: [[ 0.44849297  1.          0.12460297  1.          0.25        0.75
  -1.75      ]], Action: 3, Reward: -5, Score: -4380.25, Episode: 1, Step: 1163
State: [[ 0.4661988  1.         0.1047695  1.         0.25       0.75
  -2.       ]], Action: 3, Reward: -5, Score: -4385.25, Episode: 1, Step: 1164
State: [[0.74805758 1.         0.08522044 0.29343999 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: -4390.25, Episode: 1, Step: 1165
State: [[0.73681342 1.         0.06652487 0.23991977 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4380.25, Episode: 1, Step: 1166
State: [[0.74895266 1.         0.04629813 0.22064497 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4370.25, Episode: 1, Step: 1167
State: [[0.28368485 1.         0.03679179 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4360.25, Episode: 1, Step: 1168
State: [[0.21646903 1.         0.17081067 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4350.25, Episode: 1, Step: 1169
State: [[0.18041158 1.         0.15908517 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4340.25, Episode: 1, Step: 1170
State: [[ 0.16206432  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 0, Reward: -50, Score: -4390.25, Episode: 1, Step: 1171
State: [[ 0.16718552  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: -4395.25, Episode: 1, Step: 1172
State: [[ 0.16413607  1.          1.          1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: -4400.25, Episode: 1, Step: 1173
State: [[ 0.15957139  1.          1.          1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: -4405.25, Episode: 1, Step: 1174
State: [[ 0.15605704  1.          1.          1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: -4410.25, Episode: 1, Step: 1175
State: [[ 0.15134876  1.          1.          1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: -4415.25, Episode: 1, Step: 1176
State: [[ 0.14647062  1.          1.          1.          0.25        0.75
  -1.75      ]], Action: 3, Reward: -5, Score: -4420.25, Episode: 1, Step: 1177
State: [[ 0.14162182  1.          1.          1.          0.25        0.75
  -2.        ]], Action: 3, Reward: -5, Score: -4425.25, Episode: 1, Step: 1178
State: [[ 0.13680552  1.          1.          1.          0.25        0.75
  -2.25      ]], Action: 3, Reward: -5, Score: -4430.25, Episode: 1, Step: 1179
State: [[ 0.13339763  1.          1.          1.          0.25        0.75
  -2.5       ]], Action: 3, Reward: -5, Score: -4435.25, Episode: 1, Step: 1180
State: [[ 0.13027001  1.          1.          1.          0.25        0.75
  -2.75      ]], Action: 3, Reward: -5, Score: -4440.25, Episode: 1, Step: 1181
State: [[ 0.12495021  1.          1.          1.          0.25        0.75
  -3.        ]], Action: 3, Reward: -5, Score: -4445.25, Episode: 1, Step: 1182
State: [[ 0.11582415  1.          1.          1.          0.25        0.75
  -3.25      ]], Action: 3, Reward: -5, Score: -4450.25, Episode: 1, Step: 1183
State: [[ 0.10972756  1.          1.          1.          0.25        0.75
  -3.5       ]], Action: 3, Reward: -5, Score: -4455.25, Episode: 1, Step: 1184
State: [[ 0.10323574  1.          1.          1.          0.25        0.75
  -3.75      ]], Action: 3, Reward: -5, Score: -4460.25, Episode: 1, Step: 1185
State: [[ 0.09854059  1.          1.          1.          0.25        0.75
  -4.        ]], Action: 3, Reward: -5, Score: -4465.25, Episode: 1, Step: 1186
State: [[ 0.10188098  1.          0.92003632  1.          0.25        0.75
  -4.25      ]], Action: 3, Reward: -5, Score: -4470.25, Episode: 1, Step: 1187
State: [[ 0.10541346  1.          0.89362272  1.          0.25        0.75
  -4.5       ]], Action: 3, Reward: -5, Score: -4475.25, Episode: 1, Step: 1188
State: [[ 0.10691669  1.          0.86362892  1.          0.25        0.75
  -4.75      ]], Action: 3, Reward: 10, Score: -4465.25, Episode: 1, Step: 1189
State: [[ 0.10675092  1.          0.6904296   1.          0.25        0.75
  -5.        ]], Action: 3, Reward: 10, Score: -4455.25, Episode: 1, Step: 1190
State: [[ 0.10534581  1.          0.79511226  1.          0.25        0.75
  -5.25      ]], Action: 3, Reward: 10, Score: -4445.25, Episode: 1, Step: 1191
State: [[ 0.10309487  1.          0.1261287   1.          0.25        0.75
  -5.5       ]], Action: 3, Reward: 10, Score: -4435.25, Episode: 1, Step: 1192
State: [[0.09903056 1.         0.10047586 0.73582808 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: -4440.25, Episode: 1, Step: 1193
State: [[0.0896239  1.         0.02074865 0.68846269 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4430.25, Episode: 1, Step: 1194
State: [[0.0985494  1.         0.09199909 0.79435074 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4420.25, Episode: 1, Step: 1195
State: [[0.11983718 1.         0.12523595 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4410.25, Episode: 1, Step: 1196
State: [[0.15449427 1.         0.61762349 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4400.25, Episode: 1, Step: 1197
State: [[0.1895147  1.         0.60697242 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4390.25, Episode: 1, Step: 1198
State: [[ 0.24393087  1.          0.72505938  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -4380.25, Episode: 1, Step: 1199
State: [[ 0.24322548  1.          0.58259216  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -4370.25, Episode: 1, Step: 1200
State: [[ 0.23610732  1.          0.55655344  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: -4375.25, Episode: 1, Step: 1201
State: [[ 0.2313155   1.          0.52918798  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: -4380.25, Episode: 1, Step: 1202
State: [[ 0.22805315  1.          0.19970275  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: -4385.25, Episode: 1, Step: 1203
State: [[ 0.22262915  1.          0.13079676  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: -4390.25, Episode: 1, Step: 1204
State: [[ 0.21465843  1.          0.08624504  1.          0.25        0.75
  -1.75      ]], Action: 3, Reward: -5, Score: -4395.25, Episode: 1, Step: 1205
State: [[0.20195806 1.         0.05929767 0.50915742 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: -4400.25, Episode: 1, Step: 1206
State: [[0.18837375 1.         0.04248471 0.36137281 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4390.25, Episode: 1, Step: 1207
State: [[0.1821768  1.         0.05126149 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4380.25, Episode: 1, Step: 1208
State: [[0.18835143 1.         0.09294657 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4370.25, Episode: 1, Step: 1209
State: [[0.20324371 1.         0.2771808  1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4360.25, Episode: 1, Step: 1210
State: [[ 0.2277418   1.          0.38419325  1.          0.25        0.75
  -0.25      ]], Action: 0, Reward: -50, Score: -4410.25, Episode: 1, Step: 1211
State: [[ 0.27210018  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: -4415.25, Episode: 1, Step: 1212
State: [[ 0.2698862  1.         1.         1.         0.25       0.75
  -0.75     ]], Action: 3, Reward: -5, Score: -4420.25, Episode: 1, Step: 1213
State: [[ 0.2672459  1.         1.         1.         0.25       0.75
  -1.       ]], Action: 2, Reward: -15, Score: -4435.25, Episode: 1, Step: 1214
State: [[ 0.28367854  1.          1.          1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: -4440.25, Episode: 1, Step: 1215
State: [[ 0.28137387  1.          0.37441098  0.94082033  0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: -4445.25, Episode: 1, Step: 1216
State: [[0.27472622 0.98931743 0.31878379 0.84247312 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: -4450.25, Episode: 1, Step: 1217
State: [[0.26540786 0.90046324 0.12050427 0.76861046 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4440.25, Episode: 1, Step: 1218
State: [[0.27471977 0.9389886  0.29810013 0.72144655 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4430.25, Episode: 1, Step: 1219
State: [[0.29376611 1.         0.35484882 0.70011657 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4420.25, Episode: 1, Step: 1220
State: [[0.33433799 1.         0.64610612 0.72212796 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4410.25, Episode: 1, Step: 1221
State: [[0.39836984 1.         0.5963291  0.80557371 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4400.25, Episode: 1, Step: 1222
State: [[0.47141989 1.         0.57420295 0.85577854 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4390.25, Episode: 1, Step: 1223
State: [[0.61458138 1.         0.57546392 0.95573782 0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4380.25, Episode: 1, Step: 1224
State: [[0.75313512 1.         0.60784665 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4370.25, Episode: 1, Step: 1225
State: [[0.73654408 1.         0.69049351 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4360.25, Episode: 1, Step: 1226
State: [[ 0.73995069  1.          0.81279907  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -4350.25, Episode: 1, Step: 1227
State: [[ 0.73434617  1.          0.77634376  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -4340.25, Episode: 1, Step: 1228
State: [[ 0.72271345  1.          0.64579252  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -4330.25, Episode: 1, Step: 1229
State: [[ 0.71671972  1.          0.55517394  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -4320.25, Episode: 1, Step: 1230
State: [[0.72037171 1.         0.4917411  0.89410125 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: -4310.25, Episode: 1, Step: 1231
State: [[0.74156685 1.         0.42442387 0.76860347 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4300.25, Episode: 1, Step: 1232
State: [[0.67191719 1.         0.43033441 0.85796352 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4290.25, Episode: 1, Step: 1233
State: [[0.63835285 1.         0.4727314  1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4280.25, Episode: 1, Step: 1234
State: [[0.63325467 1.         0.55898812 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4270.25, Episode: 1, Step: 1235
State: [[0.64029167 1.         0.73235729 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4260.25, Episode: 1, Step: 1236
State: [[ 0.65607556  1.          0.84767789  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -4250.25, Episode: 1, Step: 1237
State: [[ 0.65261878  1.          0.78223402  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -4240.25, Episode: 1, Step: 1238
State: [[ 0.64578198  1.          0.69941046  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -4230.25, Episode: 1, Step: 1239
State: [[ 0.63556973  1.          0.55211546  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -4220.25, Episode: 1, Step: 1240
State: [[ 0.62383475  1.          0.46251108  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 10, Score: -4210.25, Episode: 1, Step: 1241
State: [[0.61894682 1.         0.40029595 0.88555223 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: -4200.25, Episode: 1, Step: 1242
State: [[0.62269644 1.         0.35058445 0.75627239 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4190.25, Episode: 1, Step: 1243
State: [[0.58367511 1.         0.36544658 0.86598363 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4180.25, Episode: 1, Step: 1244
State: [[0.56962854 1.         0.41870255 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4170.25, Episode: 1, Step: 1245
State: [[0.57349941 1.         0.55610447 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4160.25, Episode: 1, Step: 1246
State: [[0.58641268 1.         0.73616083 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -4150.25, Episode: 1, Step: 1247
State: [[ 0.6179302  1.         1.         1.         0.25       0.75
  -0.25     ]], Action: 3, Reward: 10, Score: -4140.25, Episode: 1, Step: 1248
State: [[ 0.61498986  1.          0.83441819  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -4130.25, Episode: 1, Step: 1249
State: [[ 0.61107746  1.          0.75097624  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -4120.25, Episode: 1, Step: 1250
State: [[ 0.60475846  1.          0.68743191  0.95469382  0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -4110.25, Episode: 1, Step: 1251
State: [[0.59520935 0.95556355 0.51673739 0.89059969 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: -4100.25, Episode: 1, Step: 1252
State: [[0.58944728 0.92715727 0.46626463 0.86060536 0.25       0.75
  0.75      ]], Action: 1, Reward: -10, Score: -4110.25, Episode: 1, Step: 1253
State: [[0.58976426 0.91988208 0.5502725  0.78476754 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4100.25, Episode: 1, Step: 1254
State: [[0.6011321  0.96784535 0.64635197 0.7407171  0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4090.25, Episode: 1, Step: 1255
State: [[0.62668264 1.         0.73817619 0.72845786 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4080.25, Episode: 1, Step: 1256
State: [[0.69725556 1.         0.64615746 0.77741573 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4070.25, Episode: 1, Step: 1257
State: [[0.79283839 1.         0.60904741 0.84218027 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -4060.25, Episode: 1, Step: 1258
State: [[0.87687197 1.         0.59290245 0.90629648 0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -4050.25, Episode: 1, Step: 1259
State: [[0.78434131 1.         0.61084041 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -4040.25, Episode: 1, Step: 1260
State: [[0.7555702 1.        0.6667036 1.        0.25      0.75      0.       ]], Action: 0, Reward: 10, Score: -4030.25, Episode: 1, Step: 1261
State: [[ 0.75281344  1.          0.80517473  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -4020.25, Episode: 1, Step: 1262
State: [[ 0.74161794  1.          0.68413132  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -4010.25, Episode: 1, Step: 1263
State: [[ 0.73449824  1.          0.5854997   1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -4000.25, Episode: 1, Step: 1264
State: [[ 0.74097892  1.          0.50786052  0.90911158  0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -3990.25, Episode: 1, Step: 1265
State: [[0.76191271 1.         0.45174959 0.78858129 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: -3980.25, Episode: 1, Step: 1266
State: [[0.79747815 1.         0.40649835 0.62944917 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3970.25, Episode: 1, Step: 1267
State: [[0.70083764 1.         0.3948406  0.75172927 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3960.25, Episode: 1, Step: 1268
State: [[0.63376848 1.         0.41170075 0.89031436 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3950.25, Episode: 1, Step: 1269
State: [[0.61089181 1.         0.49614961 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -3940.25, Episode: 1, Step: 1270
State: [[0.61664362 1.         0.69544171 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -3930.25, Episode: 1, Step: 1271
State: [[0.62964088 1.         0.78871978 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -3920.25, Episode: 1, Step: 1272
State: [[ 0.65398027  1.          0.95567152  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -3910.25, Episode: 1, Step: 1273
State: [[ 0.65160813  1.          0.85236457  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -3900.25, Episode: 1, Step: 1274
State: [[ 0.64699685  1.          0.77217054  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -3890.25, Episode: 1, Step: 1275
State: [[ 0.63991676  1.          0.68041762  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -3880.25, Episode: 1, Step: 1276
State: [[ 0.62957577  1.          0.53792712  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 10, Score: -3870.25, Episode: 1, Step: 1277
State: [[ 0.6179495   1.          0.45529939  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: 10, Score: -3860.25, Episode: 1, Step: 1278
State: [[0.61327524 1.         0.38300326 0.84754322 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: -3850.25, Episode: 1, Step: 1279
State: [[0.61983605 1.         0.33123755 0.7178822  0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3840.25, Episode: 1, Step: 1280
State: [[0.58372069 1.         0.33448186 0.78533172 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3830.25, Episode: 1, Step: 1281
State: [[0.5524868 1.        0.3812422 1.        0.25      0.75      0.5      ]], Action: 0, Reward: 10, Score: -3820.25, Episode: 1, Step: 1282
State: [[0.55507278 1.         0.50577379 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -3810.25, Episode: 1, Step: 1283
State: [[0.56356971 1.         0.67277911 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -3800.25, Episode: 1, Step: 1284
State: [[ 0.58243995  1.          0.79894954  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: -3790.25, Episode: 1, Step: 1285
State: [[ 0.58230043  1.          0.74404629  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -3780.25, Episode: 1, Step: 1286
State: [[ 0.57667224  1.          0.67152283  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -3770.25, Episode: 1, Step: 1287
State: [[ 0.56878367  1.          0.50857321  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: -3760.25, Episode: 1, Step: 1288
State: [[ 0.55760166  1.          0.41077621  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: -3765.25, Episode: 1, Step: 1289
State: [[ 0.54768071  1.          0.34729808  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: -3770.25, Episode: 1, Step: 1290
State: [[0.54356768 1.         0.29317396 0.72907058 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: -3775.25, Episode: 1, Step: 1291
State: [[0.54835904 1.         0.25127836 0.62329213 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3765.25, Episode: 1, Step: 1292
State: [[0.50944175 1.         0.25233301 0.6858109  0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3755.25, Episode: 1, Step: 1293
State: [[0.48130942 1.         0.28066176 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -3745.25, Episode: 1, Step: 1294
State: [[0.48150172 1.         0.36442226 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -3735.25, Episode: 1, Step: 1295
State: [[0.49205608 1.         0.59251816 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -3725.25, Episode: 1, Step: 1296
State: [[ 0.51341231  1.          0.72235956  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: -3730.25, Episode: 1, Step: 1297
State: [[ 0.51232524  1.          0.65054476  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: -3720.25, Episode: 1, Step: 1298
State: [[ 0.50539826  1.          0.57671524  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: -3710.25, Episode: 1, Step: 1299
State: [[ 0.49700028  1.          0.37845726  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: -3715.25, Episode: 1, Step: 1300
State: [[ 0.48425914  1.          0.29970123  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: -3720.25, Episode: 1, Step: 1301
State: [[0.47429384 1.         0.2451493  0.7298518  0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: -3725.25, Episode: 1, Step: 1302
State: [[0.47130167 1.         0.2109031  0.61919018 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3715.25, Episode: 1, Step: 1303
State: [[0.44642002 1.         0.21828799 0.69919931 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: -3705.25, Episode: 1, Step: 1304
State: [[0.43500364 1.         0.25445199 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: -3695.25, Episode: 1, Step: 1305
State: [[0.44194658 1.         0.50800899 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: -3685.25, Episode: 1, Step: 1306
State: [[0.45738445 1.         0.59570571 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: -3675.25, Episode: 1, Step: 1307
State: [[ 0.4843074  1.         1.         1.         0.25       0.75
  -0.25     ]], Action: 3, Reward: -5, Score: -3680.25, Episode: 1, Step: 1308
